iteration,train_loss,validation_loss,validation_accuracy
1.0,1.0180052426609167,1.0037994743843963,0.5390625
5.0,0.9597684509040587,0.9499721754752296,0.599609375
10.0,0.9071035766298801,0.8750164760551251,0.6875
